timestamp,ip,domain,source
2025-10-22T16:02:04.012492,13.69.116.105,browser.events.data.microsoft.com,system
2025-10-22T16:02:04.012492,104.208.16.88,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,52.182.143.213,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,52.182.141.63,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,52.182.143.209,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,20.189.173.28,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,20.42.65.84,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,52.182.143.214,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,20.189.173.23,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:04.012492,52.182.143.215,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:10.378117,20.50.80.212,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:10.378117,13.89.179.14,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:10.378117,20.42.65.90,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:10.378117,13.89.178.26,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:10.378117,20.189.173.5,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:10.378117,20.42.72.131,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:10.378117,13.89.178.27,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:16.756698,20.189.173.8,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:16.756698,52.168.117.171,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:16.756698,52.178.17.233,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:16.756698,51.11.192.48,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:16.756698,52.168.112.67,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:16.756698,104.208.16.91,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:23.215774,13.69.239.77,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:23.215774,52.168.117.170,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:23.215774,20.189.173.14,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:23.215774,20.42.73.31,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:29.569738,52.182.143.208,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:29.569738,20.44.10.123,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:29.569738,13.89.179.9,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:29.569738,20.42.73.30,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:35.930689,20.189.173.15,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:35.930689,52.168.117.174,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:35.930689,20.189.173.18,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:35.930689,51.116.253.168,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:35.930689,104.208.16.95,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:35.930689,20.42.73.28,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:42.289158,52.178.17.3,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:42.289158,20.189.173.11,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:42.289158,20.189.173.4,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:48.738584,104.208.16.90,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:48.738584,40.79.189.58,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:48.738584,104.46.162.224,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:48.738584,13.89.179.13,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:48.738584,20.42.65.88,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:55.113781,20.44.10.122,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:55.113781,20.189.173.16,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:55.113781,20.189.173.9,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:02:55.113781,20.50.73.12,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:03:01.473018,20.42.73.27,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:03:01.473018,40.74.98.193,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:03:01.473018,13.69.116.104,browser.events.data.microsoft.com,1.0.0.1
2025-10-22T16:03:01.473018,20.52.64.200,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:48.943912,20.42.73.26,browser.events.data.microsoft.com,system
2025-10-23T10:58:48.943912,13.89.179.10,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:48.943912,52.168.117.169,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:48.943912,13.69.116.109,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:48.943912,20.189.173.1,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:48.943912,104.208.16.92,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:48.943912,40.79.167.8,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:55.344323,20.42.65.85,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:55.344323,52.168.117.175,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:58:55.344323,20.42.65.91,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:01.730073,52.168.117.168,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:01.730073,40.79.150.121,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:01.730073,40.79.150.123,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:08.110142,20.42.73.24,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:08.110142,52.138.229.66,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:14.501664,20.189.173.7,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:14.501664,52.182.143.210,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:20.890007,20.189.173.12,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:20.890007,20.189.173.26,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:20.890007,51.116.253.169,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:20.890007,104.208.16.89,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:27.267385,20.50.73.4,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:27.267385,20.189.173.2,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:46.670663,51.116.253.170,browser.events.data.microsoft.com,system
2025-10-23T10:59:46.670663,20.189.173.24,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T10:59:46.670663,20.42.73.25,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T11:04:59.489352,13.69.239.72,browser.events.data.microsoft.com,system
2025-10-23T11:04:59.489352,20.189.173.17,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T11:04:59.489352,20.189.173.13,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T11:04:59.489352,20.42.65.89,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T11:05:19.028125,20.50.201.203,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T11:05:19.028125,20.189.173.10,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T11:05:19.028125,40.79.173.41,browser.events.data.microsoft.com,1.0.0.1
2025-10-23T11:05:38.650035,20.189.173.25,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:03:59.266339,20.50.201.206,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:05.714938,52.168.112.66,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:05.714938,51.11.192.49,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:05.714938,52.182.143.211,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:05.714938,13.69.239.78,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:05.714938,13.89.179.8,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:12.081288,20.52.64.201,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:18.455044,51.11.192.50,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:18.455044,104.46.162.225,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:24.811285,20.50.73.9,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:31.169552,13.89.179.11,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:31.169552,20.50.201.201,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:37.528064,40.74.98.192,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:37.528064,40.79.141.155,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:37.528064,20.42.65.94,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:43.913529,40.79.197.35,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:50.284212,51.116.246.106,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:50.284212,20.189.173.27,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:50.284212,13.69.239.68,browser.events.data.microsoft.com,1.0.0.1
2025-10-24T10:04:56.637310,20.50.73.8,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:36:08.778913,104.46.162.226,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:36:15.181672,20.42.65.93,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:36:34.278714,20.50.201.200,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:36:40.642272,20.50.80.209,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:36:46.996297,20.50.80.210,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:37:07.748330,13.70.79.200,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:37:14.201184,13.69.239.74,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:37:20.561386,40.79.150.122,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:37:20.561386,20.50.73.11,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:37:20.561386,20.189.173.6,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:37:26.934721,13.78.111.198,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:37:26.934721,20.50.201.204,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:51:47.469175,20.189.173.3,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T14:51:47.469175,52.178.17.234,browser.events.data.microsoft.com,system
2025-10-27T14:52:00.312165,13.69.109.131,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:00:34.134454,40.79.173.40,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:00:53.199536,20.50.201.205,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:00:53.199536,51.116.246.104,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:00:59.552274,40.79.150.120,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:01:12.328346,20.50.73.13,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:01:18.685747,52.178.17.232,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:01:18.685747,13.69.116.108,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T15:15:56.161095,40.79.141.154,browser.events.data.microsoft.com,system
2025-10-27T16:31:14.331677,20.50.73.10,browser.events.data.microsoft.com,1.0.0.1
2025-10-27T16:31:20.726571,40.74.98.195,browser.events.data.microsoft.com,1.0.0.1
